IncidentId,IncidentLink,OriginalCreateDate,OriginalOwningTeamId,OriginalOwningTeamName,OriginalOwningTenantName,OriginalSeverity,OriginalIncidentType,OriginalTitle,CurrentStatus,CurrentSeverity,CurrentOwningTeamId,CurrentOwningTeamName,CurrentOwningTenantName,CurrentIncidentType,CurrentTitle,ParentIncidentId,ModifiedDate,MitigateDate,ResolveDate,HasAutoTransfer,HasAutoLink,HasAnyAutoAction,AutoTransferCorrect,AutoLinkCorrect,HasManualTransferAfterAuto,HasManualRelationshipUpdateAfterAuto,HasAnyManualCorrectionAfterAuto,FirstAutoTransferAt,FirstAutoLinkAt,FirstManualTransferAt,FirstManualRelationshipUpdateAt,FirstAutoActionAt,TransferLatencySeconds,LinkLatencySeconds,FirstAutoActionLatencySeconds,AutoTransferEventCount,AutoLinkEventCount,ManualTransferEventCount,ManualRelationshipUpdateEventCount,IsStillInOriginalTeam
755416079,https://portal.microsofticm.com/imp/v3/incidents/details/755416079/home,2026-03-01 22:15:10.687000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,Self Mapping check failed for >100 VMs in useast,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,Self Mapping check failed for >100 VMs in useast,755003974,2026-03-02 23:11:03.443000+00:00,2026-03-02 05:15:12.123000+00:00,,0,0,0,,,0,0,0,,,,2026-03-01 23:52:27.873000+00:00,,,,,0,0,0,1,1
755530657,https://portal.microsofticm.com/imp/v3/incidents/details/755530657/home,2026-03-02 04:48:14.537000+00:00,60163,CLOUDNET\ManagedNetworkController,Cloudnet,25,LiveSite,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicScopePatch Region: norwaye Instance: azfAnmCPPublicScopePatchnorwayeProd,MITIGATED,25,60163,CLOUDNET\ManagedNetworkController,Cloudnet,LiveSite,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicScopePatch Region: norwaye Instance: azfAnmCPPublicScopePatchnorwayeProd,,2026-03-02 10:48:12.407000+00:00,2026-03-02 10:48:12.380000+00:00,,,,,,,,,,,,,,,,,,,,,,1
755544166,https://portal.microsofticm.com/imp/v3/incidents/details/755544166/home,2026-03-02 05:31:42.270000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,SLB long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2 LVL06PrdApp06,RESOLVED,3,118424,SOFTWARELOADBALANCER\General,Software Load Balancer,LiveSite,SLB long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2 LVL06PrdApp06,755123403,2026-03-02 21:51:57.370000+00:00,2026-03-02 07:31:05.950000+00:00,2026-03-02 21:51:57.370000+00:00,0,0,0,,,0,0,0,,,2026-03-02 21:24:29.643000+00:00,2026-03-02 19:41:26.433000+00:00,,,,,0,0,2,1,0
755572870,https://portal.microsofticm.com/imp/v3/incidents/details/755572870/home,2026-03-02 06:35:46.617000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,25,LiveSite,[Perf-HighCpu] AzNM-NCM High CPU usage anomaly detected on tenant useast2-znc-prod-b's BN1PPF58EA9DF9B,MITIGATED,25,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Perf-HighCpu] AzNM-NCM High CPU usage anomaly detected on tenant useast2-znc-prod-b's BN1PPF58EA9DF9B,,2026-03-02 13:33:27.057000+00:00,2026-03-02 13:33:27.060000+00:00,,,,,,,,,,,,,,,,,,,,,,1
755572896,https://portal.microsofticm.com/imp/v3/incidents/details/755572896/home,2026-03-02 06:35:51.663000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,25,LiveSite,[Perf-HighCpu] AzNM-NCM High CPU usage anomaly detected on tenant useast2-znc-prod-b's BN1PPF822620B6D,MITIGATED,25,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Perf-HighCpu] AzNM-NCM High CPU usage anomaly detected on tenant useast2-znc-prod-b's BN1PPF822620B6D,,2026-03-02 07:45:19.597000+00:00,2026-03-02 07:45:19.603000+00:00,,,,,,,,,,,,,,,,,,,,,,1
755585407,https://portal.microsofticm.com/imp/v3/incidents/details/755585407/home,2026-03-02 07:11:26.737000+00:00,10549,CLOUDNET\NRP,Cloudnet,2,LiveSite,IncompatibleCacheItemException thrown in useast2,MITIGATED,2,10549,CLOUDNET\NRP,Cloudnet,LiveSite,IncompatibleCacheItemException thrown in useast2,,2026-03-10 16:31:07.157000+00:00,2026-03-02 11:30:32.303000+00:00,,,,,,,,,,,,,,,,,,,,,,1
755596491,https://portal.microsofticm.com/imp/v3/incidents/details/755596491/home,2026-03-02 07:44:24.417000+00:00,10549,CLOUDNET\NRP,Cloudnet,2,LiveSite,NRP-Canary-AppGWSlice Deployment submission Failed,MITIGATED,2,10549,CLOUDNET\NRP,Cloudnet,LiveSite,NRP-Canary-AppGWSlice Deployment submission Failed,,2026-03-02 14:19:43.010000+00:00,2026-03-02 13:50:08.370000+00:00,,0,0,0,,,0,0,0,,,2026-03-02 09:36:30.300000+00:00,,,,,,0,0,1,0,1
755613469,https://portal.microsofticm.com/imp/v3/incidents/details/755613469/home,2026-03-02 08:34:21.837000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,SLB long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2 LVL03PrdApp33,RESOLVED,3,118424,SOFTWARELOADBALANCER\General,Software Load Balancer,LiveSite,SLB long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2 LVL03PrdApp33,755123403,2026-03-02 21:51:57.353000+00:00,2026-03-02 12:16:12.953000+00:00,2026-03-02 21:51:57.353000+00:00,0,0,0,,,0,0,0,,,2026-03-02 21:24:29.600000+00:00,2026-03-02 19:39:41.077000+00:00,,,,,0,0,2,1,0
755613477,https://portal.microsofticm.com/imp/v3/incidents/details/755613477/home,2026-03-02 08:34:22.930000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,SLB long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2 LVL06PrdApp03,RESOLVED,3,118424,SOFTWARELOADBALANCER\General,Software Load Balancer,LiveSite,SLB long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2 LVL06PrdApp03,755123403,2026-03-02 21:51:57.360000+00:00,2026-03-02 10:34:17.987000+00:00,2026-03-02 21:51:57.360000+00:00,0,0,0,,,0,0,0,,,2026-03-02 21:24:29.620000+00:00,2026-03-02 19:41:06.837000+00:00,,,,,0,0,2,1,0
755648269,https://portal.microsofticm.com/imp/v3/incidents/details/755648269/home,2026-03-02 10:14:07.463000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,SLB long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2 LVL03PrdApp17,RESOLVED,3,118424,SOFTWARELOADBALANCER\General,Software Load Balancer,LiveSite,SLB long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2 LVL03PrdApp17,755123403,2026-03-02 21:51:57.357000+00:00,2026-03-02 12:16:19.137000+00:00,2026-03-02 21:51:57.357000+00:00,0,0,0,,,0,0,0,,,2026-03-02 21:24:29.610000+00:00,2026-03-02 19:39:56.863000+00:00,,,,,0,0,2,1,0
755679717,https://portal.microsofticm.com/imp/v3/incidents/details/755679717/home,2026-03-02 11:48:04.360000+00:00,60163,CLOUDNET\ManagedNetworkController,Cloudnet,25,LiveSite,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicRoutingCommit Region: useast2 Instance: azfAnmCPPublicRoutingCommituseast2Prod,MITIGATED,25,60163,CLOUDNET\ManagedNetworkController,Cloudnet,LiveSite,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicRoutingCommit Region: useast2 Instance: azfAnmCPPublicRoutingCommituseast2Prod,,2026-03-02 18:48:55.773000+00:00,2026-03-02 18:48:55.777000+00:00,,,,,,,,,,,,,,,,,,,,,,1
755690170,https://portal.microsofticm.com/imp/v3/incidents/details/755690170/home,2026-03-02 12:17:44.740000+00:00,10661,CLOUDNET\RNM,Cloudnet,2,LiveSite,"[Prod_USWest, fabric:/rnm/svimanager/49] Lock Timeout Detected",MITIGATED,2,10661,CLOUDNET\RNM,Cloudnet,LiveSite,"[Prod_USWest, fabric:/rnm/svimanager/49] Lock Timeout Detected",,2026-03-06 19:39:33.717000+00:00,2026-03-02 14:15:20.923000+00:00,,1,0,1,1,,0,0,0,2026-03-02 12:19:39.497000+00:00,,,,2026-03-02 12:19:39.497000+00:00,115,,115,2,0,0,0,1
755701518,https://portal.microsofticm.com/imp/v3/incidents/details/755701518/home,2026-03-02 12:49:25.757000+00:00,10661,CLOUDNET\RNM,Cloudnet,25,LiveSite,[Data Path: Vnet-IDC] Runner Name: AzNetToolsRunners.PrivateLinkGlobalPeering Region: uscentraleuap Instance: azfMerlinPLSnatPrivateLinkGlobalPeeringuscentraleuapPairusnorthProd Resource Group: azfMerlinPLSnatPrivateLinkGlobalPeeringCUSEUAPPairNCUSProd260302101807 Stage: {Monitor.Dimension.DPStage} Activity: {Monitor.Dimension.DPActivity},MITIGATED,25,10661,CLOUDNET\RNM,Cloudnet,LiveSite,[Data Path: Vnet-IDC] Runner Name: AzNetToolsRunners.PrivateLinkGlobalPeering Region: uscentraleuap Instance: azfMerlinPLSnatPrivateLinkGlobalPeeringuscentraleuapPairusnorthProd Resource Group: azfMerlinPLSnatPrivateLinkGlobalPeeringCUSEUAPPairNCUSProd260302101807 Stage: {Monitor.Dimension.DPStage} Activity: {Monitor.Dimension.DPActivity},,2026-03-03 14:19:00.233000+00:00,2026-03-03 14:19:00.223000+00:00,,1,0,1,1,,0,0,0,2026-03-02 13:02:43.230000+00:00,,,,2026-03-02 13:02:43.230000+00:00,798,,798,2,0,0,0,1
755728732,https://portal.microsofticm.com/imp/v3/incidents/details/755728732/home,2026-03-02 14:06:23.453000+00:00,10549,CLOUDNET\NRP,Cloudnet,2,LiveSite,[Frontend excessive throttling] Region: New Zealand North,RESOLVED,2,10549,CLOUDNET\NRP,Cloudnet,LiveSite,[Frontend excessive throttling] Region: New Zealand North,,2026-03-02 14:29:17.800000+00:00,2026-03-02 14:26:22.847000+00:00,2026-03-02 14:29:13.227000+00:00,,,,,,,,,,,,,,,,,,,,,1
755771423,https://portal.microsofticm.com/imp/v3/incidents/details/755771423/home,2026-03-02 16:07:23.947000+00:00,10661,CLOUDNET\RNM,Cloudnet,2,LiveSite,"[Prod_USWest, fabric:/rnm/svimanager/49] Lock Timeout Detected",MITIGATED,2,10661,CLOUDNET\RNM,Cloudnet,LiveSite,"[Prod_USWest, fabric:/rnm/svimanager/49] Lock Timeout Detected",,2026-03-02 20:30:02.687000+00:00,2026-03-02 20:28:23.683000+00:00,,1,0,1,1,,0,1,1,2026-03-02 16:10:49.080000+00:00,,,2026-03-02 18:32:43.217000+00:00,2026-03-02 16:10:49.080000+00:00,206,,206,1,0,0,2,1
755802955,https://portal.microsofticm.com/imp/v3/incidents/details/755802955/home,2026-03-02 17:35:14.073000+00:00,60163,CLOUDNET\ManagedNetworkController,Cloudnet,25,LiveSite,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicConnCommit Region: useast2euap Instance: azfAnmCPPublicConnCommituseast2euapProd,MITIGATED,25,60163,CLOUDNET\ManagedNetworkController,Cloudnet,LiveSite,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicConnCommit Region: useast2euap Instance: azfAnmCPPublicConnCommituseast2euapProd,,2026-03-02 23:35:12.523000+00:00,2026-03-02 23:35:12.510000+00:00,,,,,,,,,,,,,,,,,,,,,,1
755827576,https://portal.microsofticm.com/imp/v3/incidents/details/755827576/home,2026-03-02 18:39:28.583000+00:00,82812,CLOUDNET\RNC,Cloudnet,2,LiveSite,[Aggregate][[RNC-Republishing] Republishing task is stuck for more than 15min][usstagee / RepublishingOfflineJob`1] 1 of 2 children Unhealthy,MITIGATED,2,79147,CLOUDNET\SdnPubSub-Virtual2,Cloudnet,LiveSite,[Aggregate][[RNC-Republishing] Republishing task is stuck for more than 15min][usstagee / RepublishingOfflineJob`1] 1 of 2 children Unhealthy,,2026-03-02 21:27:26.033000+00:00,2026-03-02 21:26:40.777000+00:00,,1,0,1,0,,1,0,1,2026-03-02 18:41:38.893000+00:00,,2026-03-02 20:15:42.213000+00:00,,2026-03-02 18:41:38.893000+00:00,130,,130,2,0,2,0,0
755828377,https://portal.microsofticm.com/imp/v3/incidents/details/755828377/home,2026-03-02 18:41:17.377000+00:00,10549,CLOUDNET\NRP,Cloudnet,2,CustomerReported,Fairfax | Azure LB Faling to load in the Azure Portal,MITIGATED,2,24856,ONEDEPLOY\AzDeployer,OneDeploy,CustomerReported,Fairfax | Azure LB Faling to load in the Azure Portal,,2026-04-09 20:19:49.160000+00:00,2026-03-02 21:54:00+00:00,,1,0,1,1,,0,1,1,2026-03-02 23:01:00.720000+00:00,,2026-03-02 18:44:06.580000+00:00,2026-03-06 16:31:10.857000+00:00,2026-03-02 23:01:00.720000+00:00,15583,,15583,2,0,13,3,0
755877732,https://portal.microsofticm.com/imp/v3/incidents/details/755877732/home,2026-03-02 20:48:19.800000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,Total duration of completed CA-PA mapping publishing to PubSub and SLB exceeds threshold in usstagee STG02PrdApp03,MITIGATED,2,79147,CLOUDNET\SdnPubSub-Virtual2,Cloudnet,LiveSite,Total duration of completed CA-PA mapping publishing to PubSub and SLB exceeds threshold in usstagee STG02PrdApp03,755871894,2026-03-03 00:23:15.930000+00:00,2026-03-03 00:23:15.927000+00:00,,0,0,0,,,0,0,0,,,,2026-03-02 20:48:21.130000+00:00,,,,,0,0,0,2,0
755883969,https://portal.microsofticm.com/imp/v3/incidents/details/755883969/home,2026-03-02 21:05:25.080000+00:00,60163,CLOUDNET\ManagedNetworkController,Cloudnet,25,LiveSite,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicScopePatch Region: useast Instance: azfAnmCPPublicScopePatchuseastProd,MITIGATED,25,60163,CLOUDNET\ManagedNetworkController,Cloudnet,LiveSite,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicScopePatch Region: useast Instance: azfAnmCPPublicScopePatchuseastProd,,2026-03-03 03:48:51.037000+00:00,2026-03-03 03:48:51.040000+00:00,,,,,,,,,,,,,,,,,,,,,,1
755895962,https://portal.microsofticm.com/imp/v3/incidents/details/755895962/home,2026-03-02 21:36:49.103000+00:00,82812,CLOUDNET\RNC,Cloudnet,2,LiveSite,[RNC] [Migration to FastPath Failure] Resource: tenants Region: Central US,RESOLVED,2,82812,CLOUDNET\RNC,Cloudnet,LiveSite,[RNC] [Migration to FastPath Failure] Resource: tenants Region: Central US,,2026-03-25 23:05:31.960000+00:00,2026-03-06 04:11:31.147000+00:00,2026-03-06 04:47:59.413000+00:00,,,,,,,,,,,,,,,,,,,,,1
755909144,https://portal.microsofticm.com/imp/v3/incidents/details/755909144/home,2026-03-02 22:09:12.343000+00:00,10661,CLOUDNET\RNM,Cloudnet,2,LiveSite,[Data Path: Vnet-IDC] Runner Name: AzNetToolsRunners.PrivateLinkPeering Region: useast2euap Instance: azfRNCPrivateLinkPeeringuseast2euapProd Resource Group: azfRNCPrivateLinkPeeringEUS2EUAPProd260302052608 Stage: {Monitor.Dimension.DPStage} Activity: {Monitor.Dimension.DPActivity},MITIGATED,2,71403,CLOUDNET\PrivateLink_DataPlane,Cloudnet,LiveSite,[Data Path: Vnet-IDC] Runner Name: AzNetToolsRunners.PrivateLinkPeering Region: useast2euap Instance: azfRNCPrivateLinkPeeringuseast2euapProd Resource Group: azfRNCPrivateLinkPeeringEUS2EUAPProd260302052608 Stage: {Monitor.Dimension.DPStage} Activity: {Monitor.Dimension.DPActivity},,2026-03-03 09:39:31.093000+00:00,2026-03-03 09:39:31.070000+00:00,,1,0,1,0,,1,0,1,2026-03-02 22:22:16.243000+00:00,,2026-03-02 23:48:05.487000+00:00,,2026-03-02 22:22:16.243000+00:00,784,,784,2,0,1,0,0
755990536,https://portal.microsofticm.com/imp/v3/incidents/details/755990536/home,2026-03-03 01:36:36.633000+00:00,10661,CLOUDNET\RNM,Cloudnet,2,LiveSite,[Control Path: PrivateLink] Runner Name: AzNetToolsRunners.PERunnerPLNSG Region: asiaeast Instance: azfPERunnerPLNSGasiaeastPairasiasoutheastProd Phase: PE-Create-NsgSubnet,MITIGATED,2,10661,CLOUDNET\RNM,Cloudnet,LiveSite,[Control Path: PrivateLink] Runner Name: AzNetToolsRunners.PERunnerPLNSG Region: asiaeast Instance: azfPERunnerPLNSGasiaeastPairasiasoutheastProd Phase: PE-Create-NsgSubnet,,2026-03-13 16:43:50.277000+00:00,2026-03-03 09:43:28.837000+00:00,,1,0,1,1,,0,1,1,2026-03-03 01:50:05.940000+00:00,,2026-03-03 01:37:45.633000+00:00,2026-03-03 03:09:14.690000+00:00,2026-03-03 01:50:05.940000+00:00,809,,809,2,0,3,5,1
755997350,https://portal.microsofticm.com/imp/v3/incidents/details/755997350/home,2026-03-03 01:53:35.470000+00:00,10661,CLOUDNET\RNM,Cloudnet,25,LiveSite,[Data Path: RNM] Runner Name: AzNetToolsRunners.PrivateEndpointNatGatewayPLNSGRunner Region: asiaeast Instance: azfPrivateEndpointNatGatewayPLNSGRunnerasiaeastProd Resource Group: azfPrivateEndpointNatGatewayPLNSGRunnerEASIAProd260302193149 Stage: {Monitor.Dimension.DPStage} Activity: {Monitor.Dimension.DPActivity},MITIGATED,25,10661,CLOUDNET\RNM,Cloudnet,LiveSite,[Data Path: RNM] Runner Name: AzNetToolsRunners.PrivateEndpointNatGatewayPLNSGRunner Region: asiaeast Instance: azfPrivateEndpointNatGatewayPLNSGRunnerasiaeastProd Resource Group: azfPrivateEndpointNatGatewayPLNSGRunnerEASIAProd260302193149 Stage: {Monitor.Dimension.DPStage} Activity: {Monitor.Dimension.DPActivity},755990536,2026-03-03 17:05:14.587000+00:00,2026-03-03 17:03:56.603000+00:00,,1,0,1,1,,0,1,1,2026-03-03 02:05:40.033000+00:00,,,2026-03-03 17:05:14.590000+00:00,2026-03-03 02:05:40.033000+00:00,725,,725,2,0,0,1,1
756002681,https://portal.microsofticm.com/imp/v3/incidents/details/756002681/home,2026-03-03 02:07:31.633000+00:00,10549,CLOUDNET\NRP,Cloudnet,25,LiveSite,"[Publisher-Prod] CredScan Team--Your service has leaked ""Azure Shared Access Key / Web Hook Token"" in Geneva Entity:Fairfax.Nrp.FrontendOperationEtwEvent - Act Now!",RESOLVED,25,10549,CLOUDNET\NRP,Cloudnet,LiveSite,"[Publisher-Prod] CredScan Team--Your service has leaked ""Azure Shared Access Key / Web Hook Token"" in Geneva Entity:Fairfax.Nrp.FrontendOperationEtwEvent - Act Now!",,2026-03-03 22:41:05.673000+00:00,2026-03-03 22:37:52.663000+00:00,2026-03-03 22:41:00.103000+00:00,,,,,,,,,,,,,,,,,,,,,1
