IncidentId,IncidentLink,OriginalCreateDate,OriginalOwningTeamId,OriginalOwningTeamName,OriginalOwningTenantName,OriginalSeverity,OriginalIncidentType,OriginalTitle,CurrentStatus,CurrentSeverity,CurrentOwningTeamId,CurrentOwningTeamName,CurrentOwningTenantName,CurrentIncidentType,CurrentTitle,ParentIncidentId,ModifiedDate,MitigateDate,ResolveDate,HasAutoTransfer,HasAutoLink,HasAnyAutoAction,AutoTransferCorrect,AutoLinkCorrect,HasManualTransferAfterAuto,HasManualRelationshipUpdateAfterAuto,HasAnyManualCorrectionAfterAuto,FirstAutoTransferAt,FirstAutoLinkAt,FirstManualTransferAt,FirstManualRelationshipUpdateAt,FirstAutoActionAt,TransferLatencySeconds,LinkLatencySeconds,FirstAutoActionLatencySeconds,AutoTransferEventCount,AutoLinkEventCount,ManualTransferEventCount,ManualRelationshipUpdateEventCount,IsStillInOriginalTeam
770978828,https://portal.microsofticm.com/imp/v3/incidents/details/770978828/home,2026-03-30 17:05:25.133000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN10PrdApp03,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN10PrdApp03,770974418,2026-04-09 01:47:04.577000+00:00,2026-03-31 17:15:35.367000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:05:26.730000+00:00,,,,,0,0,0,7,1
770984290,https://portal.microsofticm.com/imp/v3/incidents/details/770984290/home,2026-03-30 17:17:49.353000+00:00,10661,CLOUDNET\RNM,Cloudnet,2,LiveSite,[PublisherErrorsToPubSub] PublisherErrorsToPubSub [MadariRemoveNodeTimeout_Prod_USEast2euap] is unhealthy.,MITIGATED,2,10661,CLOUDNET\RNM,Cloudnet,LiveSite,[PublisherErrorsToPubSub] PublisherErrorsToPubSub [MadariRemoveNodeTimeout_Prod_USEast2euap] is unhealthy.,770955382,2026-03-31 17:45:25.433000+00:00,2026-03-31 17:45:25.390000+00:00,,1,0,1,1,,0,0,0,2026-03-30 17:20:23.157000+00:00,,2026-03-30 17:18:34.570000+00:00,2026-03-30 17:18:54.243000+00:00,2026-03-30 17:20:23.157000+00:00,154,,154,1,0,2,4,1
770984371,https://portal.microsofticm.com/imp/v3/incidents/details/770984371/home,2026-03-30 17:18:02.397000+00:00,10549,CLOUDNET\NRP,Cloudnet,2,LiveSite,[PartnerQos] Pubsub Api call latency abnormal,RESOLVED,2,10549,CLOUDNET\NRP,Cloudnet,LiveSite,[PartnerQos] Pubsub Api call latency abnormal,,2026-04-03 06:55:22.717000+00:00,2026-03-31 01:29:53.193000+00:00,2026-04-03 06:55:13.090000+00:00,0,0,0,,,0,0,0,,,,2026-03-30 17:19:06.777000+00:00,,,,,0,0,0,3,1
770985218,https://portal.microsofticm.com/imp/v3/incidents/details/770985218/home,2026-03-30 17:19:56.590000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,NSM to RNM connection is lost in useast2euap CVL08PrdApp19,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,NSM to RNM connection is lost in useast2euap CVL08PrdApp19,,2026-03-31 16:54:52.280000+00:00,2026-03-31 16:54:52.267000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:19:58.580000+00:00,,,,,0,0,0,5,1
770986343,https://portal.microsofticm.com/imp/v3/incidents/details/770986343/home,2026-03-30 17:22:28.697000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,PubSub long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CVL08PrdApp17 (first detected in pipeline AZ03-02),MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,PubSub long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CVL08PrdApp17 (first detected in pipeline AZ03-02),,2026-03-31 17:46:34.950000+00:00,2026-03-31 17:46:34.957000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:22:30.130000+00:00,,,,,0,0,0,10,1
770986536,https://portal.microsofticm.com/imp/v3/incidents/details/770986536/home,2026-03-30 17:22:53.813000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,NSM to RNM connection is lost in useast2euap CVL08PrdApp17,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,NSM to RNM connection is lost in useast2euap CVL08PrdApp17,,2026-03-31 17:01:26.850000+00:00,2026-03-31 17:01:26.853000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:22:54.960000+00:00,,,,,0,0,0,7,1
770987617,https://portal.microsofticm.com/imp/v3/incidents/details/770987617/home,2026-03-30 17:25:17.237000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL08PrdApp04,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL08PrdApp04,770974418,2026-04-09 01:47:04.660000+00:00,2026-03-31 17:10:30.530000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:25:19.843000+00:00,,,,,0,0,0,7,1
770989409,https://portal.microsofticm.com/imp/v3/incidents/details/770989409/home,2026-03-30 17:29:33.090000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,25,LiveSite,[Merlin] PubSub Connection Failure to Endpoint Unknown exceeded threshold occurred in STG01PrdApp06,MITIGATED,25,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] PubSub Connection Failure to Endpoint Unknown exceeded threshold occurred in STG01PrdApp06,,2026-03-31 16:18:33.487000+00:00,2026-03-31 16:18:33.477000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 21:00:47.527000+00:00,,,,,0,0,0,1,1
770990493,https://portal.microsofticm.com/imp/v3/incidents/details/770990493/home,2026-03-30 17:32:08.310000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,PubSub long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CBN49PrdApp04 (first detected in pipeline AZ03),MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,PubSub long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CBN49PrdApp04 (first detected in pipeline AZ03),,2026-03-31 04:34:37.090000+00:00,2026-03-31 04:34:37.067000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:33:11.543000+00:00,,,,,0,0,0,3,1
770990975,https://portal.microsofticm.com/imp/v3/incidents/details/770990975/home,2026-03-30 17:33:13.847000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,PubSub long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CVL01PrdApp01 (first detected in pipeline AZ03),MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,PubSub long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CVL01PrdApp01 (first detected in pipeline AZ03),,2026-04-01 04:17:44.947000+00:00,2026-04-01 04:17:44.923000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:34:17.703000+00:00,,,,,0,0,0,70,1
770991005,https://portal.microsofticm.com/imp/v3/incidents/details/770991005/home,2026-03-30 17:33:19.620000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,AzNM Madari Client Publish Failure exceeded threshold in useast2euap-znc-prod-c - fabric:/AzNM-Backend-Slice-06/NetworkContainerManager/03,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,AzNM Madari Client Publish Failure exceeded threshold in useast2euap-znc-prod-c - fabric:/AzNM-Backend-Slice-06/NetworkContainerManager/03,,2026-03-31 23:59:35.397000+00:00,2026-03-31 23:59:35.383000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:34:28.513000+00:00,,,,,0,0,0,2,1
770991867,https://portal.microsofticm.com/imp/v3/incidents/details/770991867/home,2026-03-30 17:35:11.443000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,At least 3 NSM role instances are down in useast2euap CVL09PrdApp01,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,At least 3 NSM role instances are down in useast2euap CVL09PrdApp01,,2026-03-30 20:24:23.957000+00:00,2026-03-30 20:24:23.930000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:35:12.863000+00:00,,,,,0,0,0,8,1
770992387,https://portal.microsofticm.com/imp/v3/incidents/details/770992387/home,2026-03-30 17:36:27.080000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,PubSub long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CBN09PrdApp09 (first detected in pipeline AZ03),MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,PubSub long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CBN09PrdApp09 (first detected in pipeline AZ03),,2026-04-01 03:28:35.713000+00:00,2026-04-01 03:28:35.717000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:37:32.653000+00:00,,,,,0,0,0,63,1
770992916,https://portal.microsofticm.com/imp/v3/incidents/details/770992916/home,2026-03-30 17:37:31.360000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,PubSub long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CVL02PrdApp12 (first detected in pipeline AZ03),MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,PubSub long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CVL02PrdApp12 (first detected in pipeline AZ03),771056337,2026-04-01 03:01:46.040000+00:00,2026-04-01 03:01:46.050000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:38:35.557000+00:00,,,,,0,0,0,16,1
770993472,https://portal.microsofticm.com/imp/v3/incidents/details/770993472/home,2026-03-30 17:38:50.963000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,AzNM Madari Client Publish Failure exceeded threshold in useast2euap-znc-prod-a - fabric:/AzNM-Backend-Slice-06/NetworkContainerManager/03,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,AzNM Madari Client Publish Failure exceeded threshold in useast2euap-znc-prod-a - fabric:/AzNM-Backend-Slice-06/NetworkContainerManager/03,,2026-03-31 23:59:24.870000+00:00,2026-03-31 23:59:24.880000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:39:56.900000+00:00,,,,,0,0,0,3,1
770993551,https://portal.microsofticm.com/imp/v3/incidents/details/770993551/home,2026-03-30 17:39:02.503000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,AzNM Madari Client Publish Failure exceeded threshold in useast2euap-znc-prod-d - fabric:/AzNM-Backend-Slice-01/NetworkContainerManager/01,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,AzNM Madari Client Publish Failure exceeded threshold in useast2euap-znc-prod-d - fabric:/AzNM-Backend-Slice-01/NetworkContainerManager/01,,2026-03-31 23:59:23.990000+00:00,2026-03-31 23:59:23.993000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:40:06.797000+00:00,,,,,0,0,0,4,1
770994427,https://portal.microsofticm.com/imp/v3/incidents/details/770994427/home,2026-03-30 17:41:13.940000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[GTM-HighStaleGenericTask] AzNM High Stale Generic Task detected on tenant useast2euap-znc-prod-c.,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[GTM-HighStaleGenericTask] AzNM High Stale Generic Task detected on tenant useast2euap-znc-prod-c.,,2026-03-31 16:35:59.277000+00:00,2026-03-31 16:35:59.250000+00:00,,0,0,0,,,0,0,0,,,,2026-03-30 17:42:37.520000+00:00,,,,,0,0,0,3,1
